Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassCoupledModified,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode_Javascript,CountLineCode_Php,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe_Javascript,CountStmtExe_Php
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-br,0,0,0,0,758,0,758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,758,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-bs,0,0,0,0,157,0,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ca,0,0,0,0,863,0,863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,863,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-cs,0,0,0,0,881,0,881,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,881,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-da,0,0,0,0,905,0,905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,905,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-de,0,0,0,0,870,0,870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,870,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-el,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-en,0,0,0,0,9,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-en-rAU,0,0,0,0,96,0,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-en-rCA,0,0,0,0,36,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-en-rGB,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-en-rIN,0,0,0,0,96,0,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-en-rXC,0,0,0,0,36,0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-es,0,0,0,0,863,0,863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,863,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-es-rUS,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-et,0,0,0,0,849,0,849,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,849,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-eu,0,0,0,0,865,0,865,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,865,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-fa,0,0,0,0,863,0,863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,863,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-fi,0,0,0,0,758,0,758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,758,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-fr,0,0,0,0,905,0,905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,905,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-fr-rCA,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-gl,0,0,0,0,905,0,905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,905,0,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-gu,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-h320dp-port-v13,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-h360dp-land-v13,0,0,0,0,12,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-h480dp-land-v13,0,0,0,0,12,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-h550dp-port-v13,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-h600dp-port-v13,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-h720dp-v13,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-hdpi-v4,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-hi,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-hr,0,0,0,0,157,0,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-hu,0,0,0,0,863,0,863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,863,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-hy,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-in,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-is,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-it,0,0,0,0,863,0,863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,863,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-iw,0,0,0,0,947,0,947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,947,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ja,0,0,0,0,671,0,671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,671,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ka,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-kk,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-km,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-kn,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ko,0,0,0,0,797,0,797,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,797,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ky,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-land,0,0,0,0,30,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-large-v4,0,0,0,0,14,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ldltr-v21,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ldrtl-v17,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-lo,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-lt,0,0,0,0,903,0,903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,903,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-lv,0,0,0,0,157,0,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-mk,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ml,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-mn,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-mr,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ms,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-my,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-nb,0,0,0,0,839,0,839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,839,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-ne,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-night-v8,0,0,0,0,37,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-nl,0,0,0,0,863,0,863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,863,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-or,0,0,0,0,97,0,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-pa,0,0,0,0,154,0,154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-pl,0,0,0,0,904,0,904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,904,0,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-port,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-pt,0,0,0,0,805,0,805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,805,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Directory Structure/AntennaPod/app/build/intermediates/incremental/mergeFreeDebugResources/merged.dir/values-pt-rBR,0,0,0,0,806,0,806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,806,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
